

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Afghanistan",4,"Groundwater: accounted inflow",4452,2017,0.0,"E","","6433"
"Afghanistan",4,"Groundwater: accounted inflow",4452,2018,0.0,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,1962,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,1967,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,1972,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,1977,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,1982,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,1987,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,1992,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,1997,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,2002,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,2007,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,2012,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,2017,18.18,"E","","0"
"Afghanistan",4,"Water resources: total external renewable",4182,2018,18.18,"E","","0"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,1962,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,1967,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,1972,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,1977,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,1982,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,1987,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,1992,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,1997,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,2002,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,2007,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,2012,0.0,"","","1514"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,2017,0.0,"","","6433"
"Albania",8,"Surface water: outflow to other countries secured through treaties",4174,2018,0.0,"","","0"
"Albania",8,"Surface water: total external renewable",4176,1962,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,1967,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,1972,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,1977,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,1982,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,1987,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,1992,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,1997,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,2002,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,2007,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,2012,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,2017,3.3,"E","","0"
"Albania",8,"Surface water: total external renewable",4176,2018,3.3,"E","","0"
"Albania",8,"Groundwater: entering the country (total)",4177,1962,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,1967,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,1972,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,1977,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,1982,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,1987,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,1992,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,1997,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,2002,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,2007,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,2012,0.0,"E","","6027"
"Albania",8,"Groundwater: entering the country (total)",4177,2017,0.0,"E","","6433"
"Albania",8,"Groundwater: entering the country (total)",4177,2018,0.0,"E","","0"
"Albania",8,"Groundwater: accounted inflow",4452,1962,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,1967,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,1972,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,1977,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,1982,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,1987,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,1992,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,1997,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,2002,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,2007,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,2012,0.0,"E","","6027"
"Albania",8,"Groundwater: accounted inflow",4452,2017,0.0,"E","","6433"
"Albania",8,"Groundwater: accounted inflow",4452,2018,0.0,"E","","0"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,1962,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,1967,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,1972,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,1977,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,1982,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,1987,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,1992,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,1997,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,2002,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,2007,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,2012,0.0,"","","1514"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,2017,0.0,"","","6433"
"Albania",8,"Groundwater: leaving the country to other countries (total)",4178,2018,0.0,"","","0"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,1962,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,1967,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,1972,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,1977,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,1982,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,1987,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,1992,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,1997,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,2002,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,2007,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,2012,0.0,"E","","6043"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,2017,0.0,"E","","6433"
"Albania",8,"Groundwater: accounted outflow to other countries",4453,2018,0.0,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,1962,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,1967,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,1972,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,1977,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,1982,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,1987,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,1992,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,1997,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,2002,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,2007,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,2012,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,2017,3.3,"E","","0"
"Albania",8,"Water resources: total external renewable",4182,2018,3.3,"E","","0"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,1962,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,1967,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,1972,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,1977,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,1982,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,1987,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,1992,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,1997,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,2002,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,2007,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,2012,0.0,"E","","6043"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,2017,0.0,"E","","6433"
"Algeria",12,"Surface water: outflow to other countries secured through treaties",4174,2018,0.0,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,1962,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,1967,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,1972,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,1977,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,1982,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,1987,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,1992,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,1997,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,2002,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,2007,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,2012,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,2017,0.39,"E","","0"
"Algeria",12,"Surface water: total external renewable",4176,2018,0.39,"E","","0"
"Algeria",12,"Groundwater: entering the country (total)",4177,1962,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,1967,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,1972,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,1977,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,1982,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,1987,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,1992,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,1997,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,2002,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,2007,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,2012,0.03,"","","1503"
"Algeria",12,"Groundwater: entering the country (total)",4177,2017,0.03,"","","6433"
"Algeria",12,"Groundwater: entering the country (total)",4177,2018,0.03,"","","0"
"Algeria",12,"Groundwater: accounted inflow",4452,1962,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,1967,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,1972,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,1977,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,1982,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,1987,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,1992,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,1997,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,2002,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,2007,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,2012,0.03,"","","5722"
"Algeria",12,"Groundwater: accounted inflow",4452,2017,0.03,"","","6433"
"Algeria",12,"Groundwater: accounted inflow",4452,2018,0.03,"","","0"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,1962,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,1967,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,1972,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,1977,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,1982,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,1987,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,1992,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,1997,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,2002,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,2007,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,2012,0.1,"","","1503"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,2017,0.1,"","","6433"
"Algeria",12,"Groundwater: leaving the country to other countries (total)",4178,2018,0.1,"","","0"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,1962,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,1967,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,1972,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,1977,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,1982,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,1987,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,1992,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,1997,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,2002,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,2007,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,2012,0.1,"E","","6043"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,2017,0.1,"E","","6433"
"Algeria",12,"Groundwater: accounted outflow to other countries",4453,2018,0.1,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,1962,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,1967,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,1972,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,1977,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,1982,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,1987,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,1992,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,1997,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,2002,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,2007,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,2012,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,2017,0.42,"E","","0"
"Algeria",12,"Water resources: total external renewable",4182,2018,0.42,"E","","0"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,1962,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,1967,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,1972,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,1977,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,1982,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,1987,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,1992,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,1997,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,2002,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,2007,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,2012,0.0,"E","","6027"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,2017,0.0,"E","","6433"
"Angola",24,"Surface water: outflow to other countries secured through treaties",4174,2018,0.0,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,1962,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,1967,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,1972,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,1977,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,1982,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,1987,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,1992,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,1997,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,2002,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,2007,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,2012,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,2017,0.4,"E","","0"
"Angola",24,"Surface water: total external renewable",4176,2018,0.4,"E","","0"
"Angola",24,"Groundwater: entering the country (total)",4177,1962,0.0,"","","5354"
"Angola",24,"Groundwater: entering the country (total)",4177,1967,0.0,"","","5354"
"Angola",24,"Groundwater: entering the country (total)",4177,1972,0.0,"","","5354"
"Angola",24,"Groundwater: entering the country (total)",4177,1977,0.0,"","","5354"
"Angola",24,"Groundwater: entering the country (total)",4177,1982,0.0,"","","5354"
"Angola",24,"Groundwater: entering the country (total)",4177,1987,0.0,"","","5354"
"Angola",24,"Groundwater: entering the country (total)",4177,1992,0.0,"","","5354"
"Angola",24,"Groundwater: entering the country (total)",4177,1997,0.0,"","","5354"
"Angola",24,"Groundwater: entering the country (total)",4177,2002,0.0,"","","5354"
"Angola",24,"Groundwater: entering the country (total)",4177,2007,0.0,"","","5354"
"Angola",24,"Groundwater: entering the country (total)",4177,2012,0.0,"","","5343"
"Angola",24,"Groundwater: entering the country (total)",4177,2017,0.0,"","","6433"
"Angola",24,"Groundwater: entering the country (total)",4177,2018,0.0,"","","0"
"Angola",24,"Groundwater: accounted inflow",4452,1962,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,1967,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,1972,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,1977,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,1982,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,1987,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,1992,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,1997,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,2002,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,2007,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,2012,0.0,"","","5722"
"Angola",24,"Groundwater: accounted inflow",4452,2017,0.0,"","","6433"
"Angola",24,"Groundwater: accounted inflow",4452,2018,0.0,"","","0"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,1962,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,1967,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,1972,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,1977,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,1982,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,1987,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,1992,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,1997,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,2002,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,2007,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,2012,0.0,"","","1572"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,2017,0.0,"","","6433"
"Angola",24,"Groundwater: leaving the country to other countries (total)",4178,2018,0.0,"","","0"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,1962,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,1967,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,1972,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,1977,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,1982,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,1987,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,1992,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,1997,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,2002,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,2007,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,2012,0.0,"E","","6043"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,2017,0.0,"E","","6433"
"Angola",24,"Groundwater: accounted outflow to other countries",4453,2018,0.0,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,1962,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,1967,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,1972,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,1977,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,1982,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,1987,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,1992,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,1997,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,2002,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,2007,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,2012,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,2017,0.4,"E","","0"
"Angola",24,"Water resources: total external renewable",4182,2018,0.4,"E","","0"
"Antigua and Barbuda",28,"Surface water: outflow to other countries secured through treaties",4174,1962,0.0,"","","6043"
"Antigua and Barbuda",28,"Surface water: outflow to other countries secured through treaties",4174,1967,0.0,"","","6043"
